CustomerID,TotalRevenue,TotalOrders,TotalQuantity,FirstPurchase,LastPurchase,Country,Region,AcquisitionChannel,SubscriptionPlan,AverageOrderValue,CustomerLifespanDays,CustomerLifespanMonths,PurchaseFrequencyPerMonth,HistoricalCLTV,CLTVDifference,CLTVSegment,CLTVSegmentSort
C00785,8874.96,1,5,2026-05-21,2026-05-21,India,Central,Social Media,Premium,8874.96,0,1.0,1.0,8874.96,0.0,High Value,3
C00786,16075.181499999999,5,14,2025-09-05,2025-10-11,India,Central,Affiliate,Standard,3215.04,36,1.18,4.24,16085.49,10.31,Very High Value,4
C00787,12428.408500000001,4,12,2025-05-16,2025-07-15,India,North,Paid Search,Standard,3107.1,60,1.97,2.03,12425.6,-2.81,Very High Value,4
C00788,13617.9675,2,8,2025-11-01,2025-11-25,India,East,Paid Search,Standard,6808.98,24,1.0,2.0,13617.96,-0.01,Very High Value,4
C00789,864.289,2,4,2025-09-28,2025-11-24,United States,West,Social Media,Basic,432.14,57,1.87,1.07,864.67,0.38,Low Value,1
C00790,3818.16,1,4,2025-05-30,2025-05-30,India,Central,Social Media,Standard,3818.16,0,1.0,1.0,3818.16,0.0,Medium Value,2
C00791,22211.4,3,9,2025-02-26,2025-03-10,United Kingdom,South,Email,Premium,7403.8,12,1.0,3.0,22211.4,0.0,Very High Value,4
C00792,1503.42,1,3,2026-03-02,2026-03-02,India,South,Affiliate,Basic,1503.42,0,1.0,1.0,1503.42,0.0,Low Value,1
C00793,2340.7560000000003,1,4,2025-04-03,2025-04-03,India,Central,Affiliate,Basic,2340.76,0,1.0,1.0,2340.76,0.0,Medium Value,2
C00794,446.13,1,1,2025-05-15,2025-05-15,India,Central,Social Media,Basic,446.13,0,1.0,1.0,446.13,0.0,Low Value,1
C00795,7099.0869999999995,8,18,2025-05-07,2025-08-31,Canada,West,Referral,Basic,887.39,116,3.81,2.1,7100.01,0.92,High Value,3
C00796,3789.96,1,3,2025-05-28,2025-05-28,United Kingdom,Central,Paid Search,Standard,3789.96,0,1.0,1.0,3789.96,0.0,Medium Value,2
C00797,17818.164,4,12,2025-08-15,2025-11-18,India,Central,Organic Search,Standard,4454.54,95,3.12,1.28,17789.65,-28.51,Very High Value,4
C00798,930.582,1,1,2025-04-14,2025-04-14,India,East,Affiliate,Standard,930.58,0,1.0,1.0,930.58,-0.0,Low Value,1
C00799,4854.99,3,13,2026-01-31,2026-02-20,India,North,Social Media,Basic,1618.33,20,1.0,3.0,4854.99,0.0,Medium Value,2
C00800,14696.18,6,16,2025-04-07,2025-08-20,India,East,Referral,Standard,2449.36,135,4.43,1.35,14648.4,-47.78,Very High Value,4
C00801,4068.3040000000005,4,8,2026-04-18,2026-05-21,India,South,Organic Search,Basic,1017.08,33,1.08,3.7,4064.25,-4.05,Medium Value,2
C00802,5563.03,5,15,2026-01-09,2026-04-19,India,West,Paid Search,Basic,1112.61,100,3.29,1.52,5563.94,0.91,High Value,3
C00803,10536.717,9,23,2025-08-21,2025-12-21,Australia,Central,Referral,Basic,1170.75,122,4.01,2.24,10516.14,-20.58,High Value,3
C00804,24409.0315,4,11,2025-01-23,2025-04-24,United Kingdom,South,Organic Search,Premium,6102.26,91,2.99,1.34,24449.31,40.28,Very High Value,4
C00805,3354.3900000000003,2,6,2025-02-14,2025-03-03,India,West,Organic Search,Basic,1677.2,17,1.0,2.0,3354.4,0.01,Medium Value,2
C00806,19879.108,3,10,2025-10-22,2025-12-03,India,West,Organic Search,Premium,6626.37,42,1.38,2.17,19843.33,-35.78,Very High Value,4
C00807,4508.847,3,6,2025-12-01,2026-01-08,India,West,Organic Search,Basic,1502.95,38,1.25,2.4,4508.85,0.0,Medium Value,2
C00808,2957.576,2,5,2025-12-07,2025-12-14,Canada,Central,Organic Search,Basic,1478.79,7,1.0,2.0,2957.58,0.0,Medium Value,2
C00809,14233.4865,3,8,2026-04-06,2026-06-07,India,West,Affiliate,Premium,4744.5,62,2.04,1.47,14227.81,-5.68,Very High Value,4
C00810,7289.44,1,4,2025-10-27,2025-10-27,India,Central,Social Media,Standard,7289.44,0,1.0,1.0,7289.44,0.0,High Value,3
C00811,6369.275000000001,2,5,2025-12-05,2025-12-25,India,West,Referral,Standard,3184.64,20,1.0,2.0,6369.28,0.0,High Value,3
C00812,8351.985,4,15,2025-07-07,2025-09-04,United States,South,Social Media,Basic,2088.0,59,1.94,2.06,8344.48,-7.51,High Value,3
C00813,3471.4500000000003,1,3,2025-05-28,2025-05-28,India,North,Organic Search,Standard,3471.45,0,1.0,1.0,3471.45,-0.0,Medium Value,2
C00814,11716.74,1,3,2025-07-13,2025-07-13,India,Central,Paid Search,Premium,11716.74,0,1.0,1.0,11716.74,0.0,High Value,3
C00815,5797.1255,3,7,2025-10-16,2025-11-21,United States,West,Paid Search,Standard,1932.38,36,1.18,2.54,5791.73,-5.4,High Value,3
C00816,1150.119,1,3,2025-11-05,2025-11-05,Canada,West,Paid Search,Basic,1150.12,0,1.0,1.0,1150.12,0.0,Low Value,1
C00817,4507.074,3,11,2026-01-17,2026-02-05,Canada,West,Referral,Basic,1502.36,19,1.0,3.0,4507.08,0.01,Medium Value,2
C00818,16038.8265,5,13,2025-11-20,2026-03-20,United States,Central,Organic Search,Standard,3207.77,120,3.94,1.27,16051.04,12.21,Very High Value,4
C00819,5915.79,1,3,2026-02-04,2026-02-04,India,East,Social Media,Premium,5915.79,0,1.0,1.0,5915.79,0.0,High Value,3
C00820,7925.39,7,24,2025-06-15,2025-10-19,United Kingdom,West,Organic Search,Basic,1132.2,126,4.14,1.69,7921.55,-3.84,High Value,3
C00821,3388.306,2,3,2025-04-16,2025-05-23,India,South,Paid Search,Standard,1694.15,37,1.22,1.64,3389.66,1.35,Medium Value,2
C00822,4176.369000000001,2,7,2025-03-23,2025-04-06,United States,South,Paid Search,Standard,2088.18,14,1.0,2.0,4176.36,-0.01,Medium Value,2
C00823,1276.96,1,2,2025-04-12,2025-04-12,India,South,Organic Search,Basic,1276.96,0,1.0,1.0,1276.96,0.0,Low Value,1
C00824,43099.439,4,12,2025-07-27,2025-10-04,India,North,Social Media,Premium,10774.86,69,2.27,1.76,43047.72,-51.72,Very High Value,4
C00825,350.047,1,1,2025-02-20,2025-02-20,India,West,Paid Search,Basic,350.05,0,1.0,1.0,350.05,0.0,Low Value,1
C00826,169.929,1,1,2026-03-28,2026-03-28,Canada,West,Paid Search,Basic,169.93,0,1.0,1.0,169.93,0.0,Low Value,1
C00827,15987.7005,2,7,2025-05-19,2025-06-04,India,West,Paid Search,Premium,7993.85,16,1.0,2.0,15987.7,-0.0,Very High Value,4
C00828,2931.067,2,6,2026-01-28,2026-02-22,United Kingdom,Central,Referral,Basic,1465.53,25,1.0,2.0,2931.06,-0.01,Medium Value,2
C00829,14443.764000000001,11,36,2025-06-16,2025-12-05,United Kingdom,South,Affiliate,Basic,1313.07,172,5.65,1.95,14466.75,22.99,Very High Value,4
C00830,5960.318499999999,5,15,2025-10-21,2026-03-11,United Kingdom,West,Organic Search,Basic,1192.06,141,4.63,1.08,5960.78,0.46,High Value,3
C00831,636.3,1,3,2026-04-14,2026-04-14,India,North,Email,Basic,636.3,0,1.0,1.0,636.3,0.0,Low Value,1
C00832,3891.459,4,10,2026-03-08,2026-05-10,India,North,Paid Search,Basic,972.86,63,2.07,1.93,3886.67,-4.79,Medium Value,2
C00833,4845.657999999999,3,8,2025-11-25,2026-01-14,United States,West,Referral,Basic,1615.22,50,1.64,1.83,4847.6,1.94,Medium Value,2
C00834,7118.8595,7,19,2025-06-08,2025-10-24,United States,North,Organic Search,Basic,1016.98,138,4.53,1.55,7140.73,21.87,High Value,3
C00835,1834.65,3,7,2026-02-03,2026-03-17,India,North,Email,Basic,611.55,42,1.38,2.17,1831.35,-3.3,Low Value,1
C00836,32929.234000000004,10,30,2025-03-14,2025-08-17,India,South,Organic Search,Standard,3292.92,156,5.12,1.95,32876.51,-52.72,Very High Value,4
C00837,1115.37,1,3,2025-07-17,2025-07-17,United States,West,Referral,Basic,1115.37,0,1.0,1.0,1115.37,0.0,Low Value,1
C00838,7071.739,4,18,2026-01-18,2026-04-01,India,North,Organic Search,Basic,1767.93,73,2.4,1.67,7085.86,14.12,High Value,3
C00839,1906.28,1,5,2026-01-05,2026-01-05,India,Central,Social Media,Basic,1906.28,0,1.0,1.0,1906.28,0.0,Low Value,1
C00840,15072.912,5,16,2025-05-31,2025-10-04,Australia,Central,Referral,Standard,3014.58,126,4.14,1.21,15101.24,28.33,Very High Value,4
C00841,2476.587,2,5,2025-03-28,2025-05-04,India,East,Social Media,Basic,1238.29,37,1.22,1.64,2477.57,0.98,Medium Value,2
C00842,7721.076,3,9,2025-10-01,2025-10-31,Canada,South,Paid Search,Standard,2573.69,30,1.0,3.0,7721.07,-0.01,High Value,3
C00843,10128.775,2,7,2025-11-30,2026-01-08,United Kingdom,North,Organic Search,Standard,5064.39,39,1.28,1.56,10112.57,-16.2,High Value,3
C00844,1152.0,1,4,2025-10-12,2025-10-12,India,Central,Email,Basic,1152.0,0,1.0,1.0,1152.0,0.0,Low Value,1
C00845,2591.14,2,6,2025-07-02,2025-07-14,United Kingdom,Central,Organic Search,Basic,1295.57,12,1.0,2.0,2591.14,0.0,Medium Value,2
C00846,317.84000000000003,1,1,2025-04-09,2025-04-09,India,South,Referral,Basic,317.84,0,1.0,1.0,317.84,-0.0,Low Value,1
C00847,28813.940000000002,10,24,2025-11-30,2026-06-08,India,West,Referral,Standard,2881.39,190,6.24,1.6,28767.8,-46.14,Very High Value,4
C00848,8523.468,1,4,2025-07-27,2025-07-27,India,North,Organic Search,Premium,8523.47,0,1.0,1.0,8523.47,0.0,High Value,3
C00849,4702.918,2,5,2026-05-22,2026-06-05,India,North,Referral,Standard,2351.46,14,1.0,2.0,4702.92,0.0,Medium Value,2
C00850,3403.404,2,4,2026-01-28,2026-02-03,Canada,West,Affiliate,Standard,1701.7,6,1.0,2.0,3403.4,-0.0,Medium Value,2
C00851,33246.428,4,15,2025-11-21,2026-02-01,United States,North,Paid Search,Premium,8311.61,72,2.37,1.69,33290.49,44.06,Very High Value,4
C00852,7011.95,6,18,2025-06-10,2025-09-16,India,North,Affiliate,Basic,1168.66,98,3.22,1.86,6999.34,-12.61,High Value,3
C00853,2815.819,1,1,2025-04-19,2025-04-19,United Kingdom,South,Social Media,Premium,2815.82,0,1.0,1.0,2815.82,0.0,Medium Value,2
C00854,1889.76,1,3,2025-10-26,2025-10-26,United States,North,Paid Search,Standard,1889.76,0,1.0,1.0,1889.76,0.0,Low Value,1
C00855,254.56,1,2,2026-01-14,2026-01-14,India,North,Email,Basic,254.56,0,1.0,1.0,254.56,0.0,Low Value,1
C00856,2307.0299999999997,2,9,2025-07-05,2025-07-23,Australia,Central,Email,Basic,1153.51,18,1.0,2.0,2307.02,-0.01,Medium Value,2
C00857,3065.3500000000004,1,5,2025-06-14,2025-06-14,Canada,East,Social Media,Basic,3065.35,0,1.0,1.0,3065.35,-0.0,Medium Value,2
C00858,23630.1195,6,21,2026-03-08,2026-06-15,India,Central,Email,Standard,3938.35,99,3.25,1.85,23679.33,49.21,Very High Value,4
C00859,867.14,1,2,2025-10-21,2025-10-21,India,East,Affiliate,Basic,867.14,0,1.0,1.0,867.14,0.0,Low Value,1
C00860,4132.24,2,6,2025-02-23,2025-03-27,United Kingdom,East,Email,Standard,2066.12,32,1.05,1.9,4121.91,-10.33,Medium Value,2
C00861,1813.834,2,5,2025-06-23,2025-08-02,India,South,Organic Search,Basic,906.92,40,1.31,1.53,1817.74,3.91,Low Value,1
C00862,7905.474999999999,3,7,2026-05-08,2026-06-10,Australia,East,Email,Standard,2635.16,33,1.08,2.78,7911.8,6.33,High Value,3
C00863,2010.0190000000002,3,4,2025-11-07,2026-01-10,India,North,Organic Search,Basic,670.01,64,2.1,1.43,2012.04,2.02,Low Value,1
C00864,515.16,1,3,2026-04-04,2026-04-04,India,South,Email,Basic,515.16,0,1.0,1.0,515.16,0.0,Low Value,1
C00865,3087.3900000000003,1,3,2025-11-06,2025-11-06,United States,North,Affiliate,Standard,3087.39,0,1.0,1.0,3087.39,-0.0,Medium Value,2
C00866,1584.75,1,5,2026-03-17,2026-03-17,United States,Central,Referral,Basic,1584.75,0,1.0,1.0,1584.75,0.0,Low Value,1
C00867,4438.174999999999,4,4,2025-03-02,2025-05-21,India,Central,Referral,Standard,1109.54,80,2.63,1.52,4435.5,-2.67,Medium Value,2
C00868,105341.288,7,30,2025-07-03,2025-11-03,India,West,Paid Search,Premium,15048.76,123,4.04,1.73,105178.79,-162.5,Very High Value,4
C00869,7338.921,2,6,2025-05-18,2025-06-13,Australia,Central,Referral,Standard,3669.46,26,1.0,2.0,7338.92,-0.0,High Value,3
C00870,11354.148500000001,4,11,2025-02-17,2025-04-27,India,North,Paid Search,Standard,2838.54,69,2.27,1.76,11340.54,-13.61,High Value,3
C00871,107689.9185,10,34,2026-01-08,2026-06-01,United States,North,Organic Search,Premium,10768.99,144,4.73,2.11,107477.75,-212.17,Very High Value,4
C00872,2886.215,2,6,2026-01-28,2026-02-14,India,Central,Email,Basic,1443.11,17,1.0,2.0,2886.22,0.0,Medium Value,2
C00873,11893.998,3,11,2025-04-02,2025-05-14,India,North,Organic Search,Standard,3964.67,42,1.38,2.17,11872.6,-21.4,Very High Value,4
C00874,16521.759,4,14,2025-06-20,2025-08-24,India,Central,Organic Search,Standard,4130.44,65,2.14,1.87,16529.19,7.43,Very High Value,4
C00875,4597.05,1,4,2025-09-23,2025-09-23,India,West,Social Media,Standard,4597.05,0,1.0,1.0,4597.05,0.0,Medium Value,2
C00876,591.7645,1,1,2026-01-26,2026-01-26,India,South,Social Media,Standard,591.76,0,1.0,1.0,591.76,-0.0,Low Value,1
C00877,1242.25,1,5,2026-04-28,2026-04-28,United States,North,Social Media,Basic,1242.25,0,1.0,1.0,1242.25,0.0,Low Value,1
C00878,1191.75,1,5,2025-07-02,2025-07-02,United States,North,Paid Search,Basic,1191.75,0,1.0,1.0,1191.75,0.0,Low Value,1
C00879,7861.198,6,16,2026-03-08,2026-06-29,United Kingdom,West,Affiliate,Basic,1310.2,113,3.71,1.62,7874.56,13.36,High Value,3
C00880,3774.24,1,3,2025-06-21,2025-06-21,India,East,Organic Search,Standard,3774.24,0,1.0,1.0,3774.24,0.0,Medium Value,2
C00881,11170.73,2,4,2026-01-22,2026-03-08,Australia,Central,Organic Search,Premium,5585.36,45,1.48,1.35,11159.55,-11.18,High Value,3
C00882,1238.396,2,6,2025-01-22,2025-02-10,India,North,Paid Search,Basic,619.2,19,1.0,2.0,1238.4,0.0,Low Value,1
C00883,17079.1665,5,12,2026-01-26,2026-03-25,India,South,Social Media,Standard,3415.83,58,1.91,2.62,17093.5,14.33,Very High Value,4
C00884,16175.4155,4,14,2025-11-28,2026-03-08,United States,South,Email,Standard,4043.85,100,3.29,1.22,16231.21,55.79,Very High Value,4
C00885,136.08,1,1,2026-05-01,2026-05-01,India,North,Email,Basic,136.08,0,1.0,1.0,136.08,0.0,Low Value,1
C00886,55845.0925,5,18,2026-01-03,2026-04-12,India,North,Email,Premium,11169.02,99,3.25,1.54,55900.95,55.86,Very High Value,4
C00887,1663.704,1,4,2025-12-12,2025-12-12,Canada,East,Paid Search,Basic,1663.7,0,1.0,1.0,1663.7,-0.0,Low Value,1
C00888,12162.257,7,13,2025-12-15,2026-04-19,India,West,Paid Search,Standard,1737.47,125,4.11,1.7,12139.7,-22.56,Very High Value,4
C00889,2745.76,1,4,2025-10-04,2025-10-04,India,Central,Referral,Basic,2745.76,0,1.0,1.0,2745.76,0.0,Medium Value,2
C00890,24744.62,3,9,2025-10-28,2025-12-14,India,North,Affiliate,Premium,8248.21,47,1.54,1.95,24769.37,24.75,Very High Value,4
C00891,3341.862,1,2,2025-09-16,2025-09-16,India,South,Paid Search,Standard,3341.86,0,1.0,1.0,3341.86,-0.0,Medium Value,2
C00892,2057.875,3,4,2025-06-29,2025-08-29,India,Central,Organic Search,Basic,685.96,61,2.0,1.5,2057.88,0.01,Low Value,1
C00893,51114.53,6,19,2025-08-09,2025-12-01,Australia,North,Referral,Premium,8519.09,114,3.75,1.6,51114.54,0.01,Very High Value,4
C00894,4853.6335,5,11,2025-07-05,2025-08-31,India,South,Referral,Basic,970.73,57,1.87,2.67,4846.76,-6.87,Medium Value,2
C00895,13280.8395,5,18,2025-12-09,2026-03-27,India,South,Referral,Standard,2656.17,108,3.55,1.41,13295.46,14.62,Very High Value,4
C00896,3481.9455,3,6,2025-06-26,2025-07-05,India,East,Affiliate,Basic,1160.65,9,1.0,3.0,3481.95,0.0,Medium Value,2
C00897,3373.1965,3,8,2025-11-13,2025-12-08,Canada,South,Social Media,Basic,1124.4,25,1.0,3.0,3373.2,0.0,Medium Value,2
C00898,36404.3675,4,14,2025-10-01,2025-12-17,Australia,West,Affiliate,Premium,9101.09,77,2.53,1.58,36380.7,-23.67,Very High Value,4
C00900,16089.242,5,14,2025-03-26,2025-05-29,United States,South,Organic Search,Standard,3217.85,64,2.1,2.38,16082.81,-6.43,Very High Value,4
C00901,58481.548,7,21,2025-08-25,2025-11-23,India,East,Affiliate,Premium,8354.51,90,2.96,2.36,58361.27,-120.28,Very High Value,4
C00902,2108.85,1,5,2026-06-05,2026-06-05,United States,South,Referral,Basic,2108.85,0,1.0,1.0,2108.85,0.0,Low Value,1
C00903,12078.445,3,7,2026-02-09,2026-02-28,India,Central,Affiliate,Standard,4026.15,19,1.0,3.0,12078.45,0.01,Very High Value,4
C00904,16151.254500000001,5,13,2025-05-13,2025-08-28,India,North,Organic Search,Standard,3230.25,107,3.52,1.42,16146.08,-5.17,Very High Value,4
C00905,2569.8305,3,9,2025-10-04,2025-12-15,United States,West,Referral,Basic,856.61,72,2.37,1.27,2578.31,8.48,Medium Value,2
C00906,3585.116,2,6,2025-09-28,2025-11-04,India,South,Social Media,Basic,1792.56,37,1.22,1.64,3586.55,1.43,Medium Value,2
C00907,3512.5319999999997,2,6,2025-01-11,2025-01-19,India,West,Affiliate,Standard,1756.27,8,1.0,2.0,3512.54,0.01,Medium Value,2
C00908,7885.642499999999,2,8,2025-04-23,2025-05-10,Canada,West,Organic Search,Standard,3942.82,17,1.0,2.0,7885.64,-0.0,High Value,3
C00909,1245.132,1,3,2025-09-05,2025-09-05,India,West,Referral,Basic,1245.13,0,1.0,1.0,1245.13,-0.0,Low Value,1
C00910,8691.1255,2,7,2025-07-28,2025-09-03,United Kingdom,West,Email,Standard,4345.56,37,1.22,1.64,8694.6,3.47,High Value,3
C00911,2100.119,3,6,2025-10-03,2025-12-07,India,North,Email,Basic,700.04,65,2.14,1.4,2097.32,-2.8,Low Value,1
C00912,6843.108,6,14,2025-02-09,2025-07-06,India,South,Referral,Basic,1140.52,147,4.83,1.24,6830.8,-12.31,High Value,3
C00913,5434.397,3,11,2025-10-31,2025-12-08,India,North,Paid Search,Basic,1811.47,38,1.25,2.4,5434.41,0.01,High Value,3
C00914,5941.07,6,17,2026-02-12,2026-06-24,India,West,Referral,Basic,990.18,132,4.34,1.38,5930.39,-10.68,High Value,3
C00915,4719.555,1,5,2026-01-12,2026-01-12,India,South,Social Media,Standard,4719.56,0,1.0,1.0,4719.56,0.01,Medium Value,2
C00916,12913.51,4,14,2025-10-04,2025-12-22,Australia,Central,Organic Search,Standard,3228.38,79,2.6,1.54,12926.43,12.92,Very High Value,4
C00917,1575.372,2,2,2025-08-26,2025-09-22,India,North,Paid Search,Standard,787.69,27,1.0,2.0,1575.38,0.01,Low Value,1
C00918,32855.226500000004,12,30,2025-05-24,2026-01-29,India,North,Referral,Standard,2737.94,250,8.21,1.46,32818.59,-36.64,Very High Value,4
C00919,24138.9925,7,19,2026-02-24,2026-05-29,India,North,Organic Search,Standard,3448.43,94,3.09,2.27,24188.32,49.33,Very High Value,4
C00920,69152.515,9,27,2025-02-26,2025-08-22,United States,West,Social Media,Premium,7683.61,177,5.81,1.55,69194.75,42.24,Very High Value,4
C00921,438.7575,1,3,2025-03-28,2025-03-28,India,West,Paid Search,Basic,438.76,0,1.0,1.0,438.76,0.0,Low Value,1
C00922,3581.8,2,8,2026-03-27,2026-04-11,India,South,Email,Basic,1790.9,15,1.0,2.0,3581.8,0.0,Medium Value,2
C00923,24257.725,4,6,2025-02-01,2025-03-23,United States,East,Paid Search,Premium,6064.43,50,1.64,2.44,24267.42,9.69,Very High Value,4
C00924,10168.967999999999,8,26,2025-04-19,2025-08-02,Australia,South,Organic Search,Basic,1271.12,105,3.45,2.32,10174.04,5.07,High Value,3
C00925,1657.5100000000002,2,6,2025-01-16,2025-02-17,India,West,Social Media,Basic,828.76,32,1.05,1.9,1653.38,-4.13,Low Value,1
C00926,12143.739000000001,8,26,2025-05-08,2025-10-07,India,West,Organic Search,Basic,1517.97,152,4.99,1.6,12119.47,-24.27,Very High Value,4
C00927,1382.64,1,2,2025-01-13,2025-01-13,India,Central,Paid Search,Standard,1382.64,0,1.0,1.0,1382.64,0.0,Low Value,1
C00928,1767.44,1,4,2025-06-05,2025-06-05,India,South,Organic Search,Basic,1767.44,0,1.0,1.0,1767.44,0.0,Low Value,1
C00929,8815.28,2,6,2025-01-27,2025-02-27,India,Central,Email,Premium,4407.64,31,1.02,1.96,8811.75,-3.53,High Value,3
C00930,13828.6075,7,14,2025-08-17,2025-12-18,United States,South,Affiliate,Standard,1975.52,123,4.04,1.73,13807.3,-21.31,Very High Value,4
C00931,160.27,1,1,2025-11-16,2025-11-16,India,Central,Social Media,Basic,160.27,0,1.0,1.0,160.27,0.0,Low Value,1
C00932,15308.526999999998,2,5,2026-05-08,2026-06-08,India,East,Organic Search,Premium,7654.26,31,1.02,1.96,15302.4,-6.13,Very High Value,4
C00933,4126.8985,3,12,2026-02-02,2026-02-25,India,Central,Social Media,Basic,1375.63,23,1.0,3.0,4126.89,-0.01,Medium Value,2
C00934,2860.0025,2,8,2026-03-29,2026-05-13,India,Central,Paid Search,Basic,1430.0,45,1.48,1.35,2857.14,-2.86,Medium Value,2
C00935,9048.593499999999,4,9,2025-02-21,2025-05-09,Australia,Central,Organic Search,Standard,2262.15,77,2.53,1.58,9042.72,-5.87,High Value,3
C00936,11211.168,1,4,2026-05-12,2026-05-12,India,East,Referral,Premium,11211.17,0,1.0,1.0,11211.17,0.0,High Value,3
C00937,15640.717,5,17,2025-11-05,2026-01-30,Australia,East,Affiliate,Standard,3128.14,86,2.83,1.77,15669.17,28.45,Very High Value,4
C00938,36788.435,4,11,2026-01-27,2026-02-17,United States,West,Email,Premium,9197.11,21,1.0,4.0,36788.44,0.01,Very High Value,4
C00939,3429.8805,2,6,2025-06-01,2025-07-07,India,North,Affiliate,Basic,1714.94,36,1.18,1.69,3419.93,-9.95,Medium Value,2
C00941,7830.2215,9,22,2025-11-15,2026-02-19,India,South,Referral,Basic,870.02,96,3.15,2.86,7838.01,7.79,High Value,3
C00942,1916.806,2,4,2026-02-12,2026-02-14,India,East,Organic Search,Basic,958.4,2,1.0,2.0,1916.8,-0.01,Low Value,1
C00943,7599.459000000001,3,9,2025-12-22,2026-01-04,United States,West,Paid Search,Standard,2533.15,13,1.0,3.0,7599.45,-0.01,High Value,3
C00944,2340.4950000000003,1,5,2025-04-29,2025-04-29,Australia,East,Organic Search,Basic,2340.5,0,1.0,1.0,2340.5,0.0,Medium Value,2
C00945,1971.6599999999999,2,3,2025-02-04,2025-04-01,India,West,Email,Basic,985.83,56,1.84,1.09,1977.18,5.52,Low Value,1
C00946,587.15,1,1,2026-04-23,2026-04-23,Australia,West,Paid Search,Basic,587.15,0,1.0,1.0,587.15,0.0,Low Value,1
C00947,7195.975,5,15,2025-11-07,2026-01-11,United Kingdom,East,Email,Basic,1439.2,65,2.14,2.34,7206.94,10.96,High Value,3
C00948,6440.436000000001,6,13,2025-07-14,2025-10-04,India,East,Referral,Basic,1073.41,82,2.69,2.23,6439.06,-1.38,High Value,3
C00949,4698.8,1,5,2025-07-04,2025-07-04,Canada,Central,Affiliate,Standard,4698.8,0,1.0,1.0,4698.8,0.0,Medium Value,2
C00950,1691.9594999999997,1,3,2025-11-15,2025-11-15,United States,East,Organic Search,Basic,1691.96,0,1.0,1.0,1691.96,0.0,Low Value,1
C00951,49254.6295,5,17,2025-08-12,2025-10-15,India,South,Organic Search,Premium,9850.93,64,2.1,2.38,49234.95,-19.68,Very High Value,4
C00952,3159.4300000000003,2,6,2025-10-12,2025-11-23,India,North,Paid Search,Basic,1579.72,42,1.38,1.45,3161.02,1.59,Medium Value,2
C00953,39068.97,4,12,2025-03-14,2025-05-31,United States,North,Social Media,Premium,9767.24,78,2.56,1.56,39006.45,-62.52,Very High Value,4
C00954,3116.863,2,5,2025-07-25,2025-08-11,India,Central,Affiliate,Basic,1558.43,17,1.0,2.0,3116.86,-0.0,Medium Value,2
C00955,5539.719999999999,2,10,2025-03-07,2025-03-17,United States,Central,Referral,Basic,2769.86,10,1.0,2.0,5539.72,0.0,High Value,3
C00956,753.8,1,2,2025-09-15,2025-09-15,India,Central,Paid Search,Basic,753.8,0,1.0,1.0,753.8,0.0,Low Value,1
C00957,14227.08,1,4,2026-03-27,2026-03-27,India,North,Email,Premium,14227.08,0,1.0,1.0,14227.08,0.0,Very High Value,4
C00958,23604.0385,7,21,2026-02-03,2026-06-13,India,East,Email,Standard,3372.01,130,4.27,1.64,23613.51,9.47,Very High Value,4
C00959,572.1750000000001,1,1,2025-05-09,2025-05-09,India,South,Paid Search,Standard,572.18,0,1.0,1.0,572.18,0.0,Low Value,1
C00960,10795.373,8,25,2025-12-20,2026-06-11,India,South,Organic Search,Basic,1349.42,173,5.68,1.41,10807.23,11.86,High Value,3
C00961,19684.586499999998,6,22,2025-10-17,2026-01-04,India,South,Social Media,Standard,3280.76,79,2.6,2.31,19704.24,19.65,Very High Value,4
C00962,3440.3680000000004,4,8,2026-05-05,2026-06-15,United Kingdom,East,Email,Basic,860.09,41,1.35,2.96,3436.92,-3.45,Medium Value,2
C00963,1296.06,1,3,2026-05-02,2026-05-02,India,West,Paid Search,Basic,1296.06,0,1.0,1.0,1296.06,0.0,Low Value,1
C00965,1098.3045,1,3,2026-05-03,2026-05-03,United Kingdom,West,Email,Basic,1098.3,0,1.0,1.0,1098.3,-0.0,Low Value,1
C00966,21670.143500000002,2,5,2026-01-20,2026-02-10,India,Central,Referral,Premium,10835.07,21,1.0,2.0,21670.14,-0.0,Very High Value,4
C00967,3549.8340000000003,3,10,2025-10-26,2025-12-13,India,West,Organic Search,Basic,1183.28,48,1.58,1.9,3552.21,2.38,Medium Value,2
C00968,2196.12,1,4,2026-02-05,2026-02-05,Australia,South,Social Media,Basic,2196.12,0,1.0,1.0,2196.12,0.0,Low Value,1
C00969,27831.663,5,10,2025-06-01,2025-09-30,India,West,Affiliate,Premium,5566.33,121,3.98,1.26,27914.03,82.37,Very High Value,4
C00970,3669.316,3,11,2026-03-31,2026-04-25,India,West,Referral,Basic,1223.11,25,1.0,3.0,3669.33,0.01,Medium Value,2
C00971,6267.7699999999995,5,15,2025-09-08,2025-11-02,India,South,Social Media,Basic,1253.55,55,1.81,2.76,6262.23,-5.54,High Value,3
C00972,18479.5,4,16,2025-10-14,2025-11-17,India,North,Organic Search,Standard,4619.88,34,1.12,3.57,18472.13,-7.37,Very High Value,4
C00973,20641.787999999997,5,18,2025-10-17,2026-01-16,India,Central,Social Media,Standard,4128.36,91,2.99,1.67,20614.14,-27.65,Very High Value,4
C00974,24958.613999999998,7,20,2025-09-10,2026-01-19,India,East,Paid Search,Standard,3565.52,131,4.3,1.63,24990.73,32.12,Very High Value,4
C00975,7624.915,5,19,2025-08-29,2025-11-10,India,East,Social Media,Basic,1524.98,73,2.4,2.08,7612.7,-12.22,High Value,3
